FIELD1,FIELD2,FIELD3
MCS,3437,F
MTDM,3581,H
MTDM,3582,H
PBM,3902,F
PBM,3903,G
PFL,4042,E
PFN,4169,H
PFN,4170,G
PHT,4307,H
PMK,4440,F
PMK,4441,G
QSRM,4578,C
QSRM,4579,B
RFSM,4709,H
SEM,4956,F
STDM,5113,A
STDM,5114,A
STDM,5115,B
STDM,5116,B
STDM,5117,I
STDM,5118,I
TTDM,5475,I
TTDM,5476,I
TTDM,5477,J
TTDM,5478,J
BLTDM,1783,A
BLTDM,1784,A
RMS,4915,J
TTDM,5715,I
TTDM,5716,I
ASM,1262,G
BLTDM,1537,E
BLTDM,1538,E
BLTDM,1539,A
BLTDM,1540,A
BTDM,2006,B
BTDM,2007,B
FCE,2275,B
HLM,2814,F
HTDM,3092,E
HTDM,3093,E
LDA,1004,
MCS,3430,J
PFL,4034,J
PFN,4161,C
PHT,4297,I
PMK,4433,J
QSRM,4566,K
STDM,5089,C
STDM,5090,C
TTDM,5449,D
TTDM,5450,D
AAM,1031,J
ACT,1157,I
ASM,1288,K
BFS,1413,I
BLTDM,1597,C
BLTDM,1598,C
BSM,1889,A
HLM,2839,I
LDA,1049,
LDA,1050,
PBM,3919,B
STDM,5141,G
STDM,5142,G
TTDM,5511,A
TTDM,5512,A
AAM,1032,A
AAM,1033,E
AAM,1034,D
ACT,1158,K
ACT,1159,J
ACT,1160,C
ACT,1161,B
ADC,1037,G
ADC,1038,G
ADC,1039,G
ADC,1040,C
ADC,1041,C
ASM,1289,A
ASM,1290,B
ASM,1291,C
BFS,1414,K
BFS,1415,J
BLTDM,1599,A
BLTDM,1600,A
BLTDM,1601,D
BLTDM,1602,D
BLTDM,1603,E
BLTDM,1604,E
BMOR,1214,G
BMOR,1215,G
BOR,1361,D
BOR,1362,D
BOR,1363,C
BOR,1364,C
BOR,1365,C
BSM,1890,E
BSM,1891,D
BTDM,2062,F
BTDM,2063,F
BTDM,2064,C
BTDM,2065,C
BTDM,2066,D
BTDM,2067,D
BTDM,2068,A
BTDM,2069,A
EFB,1657,C
EFB,1658,C
EFB,1659,A
EIB,1758,E
EIB,1759,E
EIB,1760,F
EIB,1761,F
EIP,1925,E
EIP,1926,F
FCE,2282,A
FLPP,2327,A
FLPP,2328,A
FLPP,2329,A
FMP,2422,G
FMP,2423,A
FMP,2424,A
FMS,2365,J
FMS,2366,K
FMS,2367,B
FMS,2368,I
FOR,2561,A
FOR,2562,A
FTDM,2540,F
FTDM,2541,F
FTDM,2542,C
FTDM,2543,C
FTDM,2544,D
FTDM,2545,D
HLM,2840,J
HRM,2984,H
HTDM,3150,H
HTDM,3151,H
HTDM,3152,E
HTDM,3153,E
HTDM,3154,F
HTDM,3155,F
HTOR,2746,A
HTOR,2747,A
IBP,2942,A
LDA,1051,
LDA,1052,
MCS,3455,C
MCS,3456,A
MTDM,3619,G
MTDM,3620,G
MTDM,3621,H
MTDM,3622,H
MTDM,3623,E
MTDM,3624,E
MTDM,3625,F
MTDM,3626,F
MTDM,3627,C
MTDM,3628,C
PBM,3920,A
PBM,3921,C
PFL,4056,J
PFL,4057,K
PFN,4188,I
PHT,4323,C
PMK,4457,B
PRP,3106,C
PRP,3107,C
QSRM,4591,D
QSRM,4592,A
QSRM,4593,E
RFSM,4724,C
RFSM,4725,B
RMS,4842,A
RMS,4843,E
RMS,4844,D
RMS,4845,F
SEM,4971,J
SEOR,3216,F
SEOR,3217,F
SEOR,3218,F
SEOR,3219,C
SEPP,3330,A
SEPP,3331,C
SEPP,3332,C
SEPP,3333,C
STDM,5143,H
STDM,5144,H
STDM,5145,E
STDM,5146,E
STDM,5147,F
STDM,5148,F
STDM,5149,C
STDM,5150,C
TTDM,5513,B
TTDM,5514,B
TTDM,5515,I
TTDM,5516,I
AAM,1129,B
ACT,1258,K
BSM,1991,F
BTDM,2334,J
BTDM,2335,J
FTDM,2810,I
FTDM,2811,I
SEM,5075,F
AAM,1100,E
ACT,1231,F
ADC,1148,F
ADC,1149,F
ADC,1150,E
ADC,1151,E
ADC,1152,E
ASM,1354,K
BLTDM,1777,D
BLTDM,1778,D
BMOR,1321,E
BMOR,1322,E
BOR,1421,B
BOR,1422,B
BOR,1423,B
BTDM,2262,F
BTDM,2263,F
EIB,1854,D
EIP,2103,I
EPP,2185,A
EPP,2186,A
EPP,2187,A
ESB,2257,E
ESB,2258,F
FCE,2306,A
FCE,2307,B
FMP,2517,C
FMP,2518,C
FMP,2519,C
FMS,2439,F
FMS,2440,G
FTDM,2736,H
FTDM,2737,H
HRM,3059,F
HTPS,2895,A
IBP,3034,B
LDA,1177,
MCS,3527,H
MTDM,3819,G
MTDM,3820,G
PFN,4263,J
PHT,4396,I
PSE,3182,A
QSRM,4667,C
RMS,4913,H
SEM,5045,I
STDM,5355,B
STDM,5356,B
TTDM,5711,A
TTDM,5712,A
BFS,1465,F
HTDM,3286,J
HTDM,3287,J
LDA,1129,
LDA,1130,
LEP,3074,B
LEP,3075,B
STDM,5285,E
STDM,5286,E
ADC,1194,D
BLTDM,1853,J
BLTDM,1854,J
BTDM,2336,G
BTDM,2337,G
HRM,3082,G
HTDM,3422,B
HTDM,3423,B
PSE,3192,A
RFSM,4820,I
RMS,4939,B
ACT,1167,H
BFS,1422,G
BLTDM,1629,H
BLTDM,1630,H
BTDM,2082,F
BTDM,2083,F
FTDM,2564,D
FTDM,2565,D
HRM,2991,D
HTDM,3180,A
HTDM,3181,A
IBP,2957,A
IBP,2958,A
IBP,2959,A
MCS,3464,K
MTDM,3647,C
MTDM,3648,C
PBM,3929,K
PFL,4065,H
PHT,4333,B
PMK,4468,B
PSE,3164,A
QSRM,4603,D
RFSM,4734,K
SEOR,3232,F
SEOR,3233,F
SEOR,3234,F
STDM,5169,C
STDM,5170,C
TTDM,5541,H
TTDM,5542,H
EIB,1853,A
PFL,4094,D
ACT,1171,B
ASM,1301,C
BLTDM,1639,A
BLTDM,1640,A
BMOR,1233,E
BTDM,2094,J
BTDM,2095,J
FLPP,2334,A
FLPP,2335,A
FTDM,2572,J
FTDM,2573,J
HRM,2992,E
LDA,1070,
LDA,1071,
MCS,3468,D
MTDM,3653,B
MTDM,3654,B
MTDM,3655,I
MTDM,3656,I
PFL,4067,J
PHT,4337,E
SEM,4980,J
SEM,4981,K
STDM,5177,I
STDM,5178,I
ACT,1246,J
ADC,1171,B
ADC,1172,B
ASM,1370,E
BLTDM,1819,D
BLTDM,1820,D
FMS,2456,B
FTDM,2782,C
FTDM,2783,C
FTDM,2784,D
FTDM,2785,D
HTDM,3386,J
HTDM,3387,J
HTOR,2845,G
HTOR,2846,G
HTOR,2847,G
LDA,1200,
LDA,1201,
MTDM,3859,G
MTDM,3860,G
PBM,4018,B
PFL,4145,K
PFN,4277,C
PHT,4411,C
RFSM,4810,J
RMS,4927,K
STDM,5397,I
STDM,5398,I
TTDM,5759,G
TTDM,5760,G
BLTDM,1855,B
BLTDM,1856,B
HRM,3083,H
PHT,4426,F
QSRM,4693,F
RMS,4940,C
SEM,5076,G
STDM,5433,A
STDM,5434,A
ASM,1355,B
BFS,1491,J
HRM,3060,G
LDA,1179,
LDA,1180,
PBM,4000,E
PFN,4264,K
PHT,4397,J
RMS,4914,I
AAM,1055,D
ADC,1068,G
ADC,1069,G
ASM,1310,B
ASM,1311,K
BFS,1441,E
BFS,1442,D
BLTDM,1667,G
BLTDM,1668,G
BMOR,1246,C
BMOR,1247,C
BSM,1916,H
BTDM,2124,C
BTDM,2125,C
CSP,1565,A
EFB,1680,A
EFB,1681,A
EIP,1976,B
EIP,1977,B
ESB,2226,B
FMP,2441,E
FMP,2442,E
FMP,2443,F
FMS,2390,C
FMS,2391,B
FTDM,2604,D
FTDM,2605,D
HRM,3012,A
HTDM,3218,D
HTDM,3219,D
HTDM,3220,A
HTDM,3221,A
HTDM,3222,B
HTDM,3223,B
HTOR,2771,E
HTOR,2772,E
HTOR,2773,A
HTOR,2774,A
HTPS,2883,B
IBP,2976,B
IBP,2977,B
IBP,2978,B
LDA,1084,
LDA,1085,
LDA,1374,
LDA,1375,
MCS,3479,D
MTDM,3689,D
MTDM,3690,D
PBM,3942,C
PFL,4083,D
PFN,4210,B
PFN,4211,C
PHT,4351,H
QSRM,4624,A
RFSM,4752,G
RFSM,4753,H
RMS,4868,G
RMS,4869,H
SEM,4994,C
STDM,5213,A
STDM,5214,A
STDM,5215,B
STDM,5216,B
STDM,5217,I
STDM,5218,I
TTDM,5579,G
TTDM,5580,G
TTDM,5581,H
TTDM,5582,H
TTDM,5583,E
TTDM,5584,E
AAM,1067,E
MTDM,3715,I
MTDM,3716,I
PBM,3957,F
PFL,4087,H
AAM,1013,F
AAM,1014,G
ACT,1140,K
ACT,1141,E
ACT,1142,D
ADC,1022,E
ADC,1023,E
ASM,1275,I
BLTDM,1565,F
BLTDM,1566,F
BLTDM,1567,G
BLTDM,1568,G
BLTDM,1569,H
BLTDM,1570,H
BLTDM,1571,I
BLTDM,1572,I
BSM,1873,J
BSM,1874,I
BTDM,2028,J
BTDM,2029,J
BTDM,2030,I
BTDM,2031,I
BTDM,2032,I
BTDM,2033,I
CMP,1451,B
CMP,1452,B
CMP,1453,C
CMP,1454,C
CMP,1455,C
EIB,1742,A
EIB,1743,A
EIB,1744,D
EIB,1745,D
EIB,1746,F
EIB,1747,F
EIB,1748,F
EIP,1905,F
EIP,1906,F
EIP,1907,G
EIP,1908,G
EIP,1909,E
EIP,1910,E
ESB,2204,B
FMP,2402,G
FMP,2403,G
FMP,2404,G
FMP,2405,F
FMP,2406,F
FMP,2407,F
FMS,2352,G
FMS,2353,I
FMS,2354,H
FMS,2355,J
FTDM,2508,B
FTDM,2509,B
FTDM,2510,C
FTDM,2511,C
FTDM,2512,A
FTDM,2513,A
HLM,2820,K
HLM,2821,J
HLM,2822,I
HRM,2967,A
HRM,2968,C
HTDM,3118,F
HTDM,3119,F
HTDM,3120,E
HTDM,3121,E
HTOR,2724,F
HTOR,2725,F
HTOR,2726,F
HTPS,2872,A
HTPS,2873,B
IBP,2924,C
IBP,2925,C
IBP,2926,C
IBP,2927,D
IBP,2928,D
LDA,1027,
LDA,1028,
LDA,1029,
MCS,3438,H
MCS,3439,G
MCS,3440,J
MCS,3441,I
MTDM,3583,E
MTDM,3584,E
MTDM,3585,F
MTDM,3586,F
MTDM,3587,C
MTDM,3588,C
PBM,3904,H
PBM,3905,I
PFL,4043,J
PFL,4044,H
PFL,4045,I
PFN,4171,F
PHT,4308,I
PSE,3159,B
PSE,3160,A
QSRM,4580,A
QSRM,4581,D
RFSM,4710,I
RFSM,4711,J
SEM,4957,H
SEM,4958,E
SEPP,3319,C
SEPP,3320,C
STDM,5119,J
STDM,5120,J
TTDM,5479,G
TTDM,5480,G
ASM,1299,K
BFS,1425,J
BMOR,1231,A
BMOR,1232,A
BTDM,2088,A
BTDM,2089,A
FTDM,2570,I
FTDM,2571,I
LDA,1067,
LDA,1068,
MCS,3467,A
MTDM,3651,A
MTDM,3652,A
PBM,3931,C
PFN,4197,J
SEM,4979,I
STDM,5173,A
STDM,5174,A
AAM,1015,E
ACT,1143,F
BTDM,2034,J
BTDM,2035,J
FTDM,2514,G
FTDM,2515,G
HLM,2823,D
MTDM,3589,D
MTDM,3590,D
PHT,4309,J
STDM,5121,G
STDM,5122,G
TTDM,5481,H
TTDM,5482,H
ACT,1247,K
ADC,1173,A
ADC,1174,D
ADC,1175,D
ASM,1372,G
BFS,1510,G
BFS,1511,H
BLTDM,1821,D
BLTDM,1822,D
BTDM,2306,D
BTDM,2307,D
CMP,1524,B
CMP,1525,B
CMP,1526,B
CMP,1527,C
CMP,1528,C
CMP,1529,C
CSP,1609,C
CSP,1610,C
CSP,1611,C
CSP,1612,D
EIB,1858,G
EIB,1859,G
FMP,2534,G
FMP,2535,G
FMP,2536,E
FMS,2458,A
FOR,2618,B
FOR,2619,C
FTDM,2786,A
FTDM,2787,A
FTDM,2788,B
FTDM,2789,B
HLM,2935,F
HTDM,3390,H
HTDM,3391,H
HTPS,2901,A
IBP,3041,D
IBP,3042,D
MCS,3542,B
MTDM,3861,H
MTDM,3862,H
PFN,4278,A
PHT,4413,D
PMK,4546,C
PRP,3147,A
PRP,3148,A
QSRM,4683,G
RFSM,4812,B
SEPP,3404,B
SEPP,3405,B
STDM,5399,J
STDM,5400,J
TTDM,5761,H
TTDM,5762,H
BLTDM,1809,A
BLTDM,1810,A
BTDM,2290,B
BTDM,2291,B
GRIT,2705,A
GRIT,2706,B
GRIT,2707,B
GRIT,2708,B
RFSM,4804,D
ACT,1147,J
BFS,1402,I
BLTDM,1577,C
BLTDM,1578,C
BLTDM,1579,A
BLTDM,1580,A
BSM,1878,A
BSM,1879,D
FMS,2357,D
FTDM,2520,F
FTDM,2521,F
HLM,2825,G
HLM,2826,F
LDA,1033,
LDA,1034,
PBM,3906,J
PFL,4048,C
PFN,4175,B
SEM,4961,I
TTDM,5489,D
TTDM,5490,D
ESB,2242,F
FTDM,2682,C
FTDM,2683,C
MTDM,3771,A
MTDM,3772,A
PBM,3980,G
QSRM,4649,F
AAM,1006,J
BFS,1389,G
BLTDM,1541,D
BLTDM,1542,D
BMOR,1195,B
BMOR,1196,B
CMP,1443,D
CMP,1444,D
CMP,1445,A
CMP,1446,A
CMP,1447,A
FLPP,2319,A
FLPP,2320,A
FMP,2376,A
FMP,2377,A
FMP,2378,A
FMP,2379,B
FMP,2380,B
FMP,2381,B
GRIT,2629,A
GRIT,2630,A
GRIT,2631,B
GRIT,2632,B
HTDM,3094,F
HTDM,3095,F
HTOR,2712,B
HTOR,2713,B
HTOR,2714,B
HTPS,2868,A
LDA,1005,
LDA,1006,
MTDM,3565,F
MTDM,3566,F
PBM,3893,H
PFN,4162,F
PHT,4298,J
RFSM,4701,K
RMS,4824,G
SEM,4946,G
SEOR,3195,D
SEOR,3196,D
SEOR,3197,C
SEOR,3198,C
STDM,5091,D
STDM,5092,D
TTDM,5451,A
TTDM,5452,A
ASM,1379,A
BLTDM,1833,J
BLTDM,1834,J
BMOR,1336,G
BMOR,1337,G
BOR,1430,B
BOR,1431,B
BSM,1983,I
FMS,2462,G
HLM,2939,J
HTDM,3400,A
HTDM,3401,A
HTOR,2858,E
LDA,1206,
MCS,3545,D
PFL,4150,E
PHT,4419,J
RMS,4931,D
SEOR,3304,B
SEOR,3305,B
STDM,5411,D
STDM,5412,D
ADC,1136,E
ADC,1137,E
ADC,1138,E
ADC,1139,B
ADC,1140,B
BLTDM,1769,B
BLTDM,1770,B
EIP,2083,F
EIP,2084,F
EIP,2085,F
FMP,2509,D
FMP,2510,D
LDA,1167,
LDA,1168,
PSE,3180,A
SEPP,3393,C
SEPP,3394,C
SEPP,3395,C
AAM,1126,I
ACT,1255,H
ADC,1187,A
ADC,1188,A
ADC,1189,E
ADC,1190,E
ADC,1191,E
ASM,1384,H
BFS,1518,D
BLTDM,1849,H
BLTDM,1850,H
BMOR,1341,B
BMOR,1342,B
BMOR,1343,B
BMOR,1344,C
BMOR,1345,C
BOR,1434,B
BOR,1435,B
BOR,1436,A
BOR,1437,A
BSM,1988,A
CMP,1537,A
CMP,1538,A
CMP,1539,A
CMP,1540,B
CMP,1541,B
CMP,1542,B
CSP,1616,B
CSP,1617,B
CSP,1618,B
CSP,1619,C
CSP,1620,C
CSP,1621,C
EFB,1725,A
EFB,1726,D
EFB,1727,D
EFB,1728,D
EIB,1869,G
EIB,1870,G
EIB,1871,C
EIB,1872,C
EIP,2131,E
EIP,2132,E
EIP,2133,E
EIP,2134,G
EIP,2135,G
EIP,2136,G
EPP,2193,B
EPP,2194,B
EPP,2195,B
EPP,2196,A
EPP,2197,A
ESB,2272,D
ESB,2273,F
FCE,2315,B
FCE,2316,A
FLPP,2370,B
FLPP,2371,B
FLPP,2372,B
FLPP,2373,C
FLPP,2374,C
FMP,2545,A
FMP,2546,B
FMP,2547,B
FMP,2548,B
FMS,2466,K
FOR,2622,A
FOR,2623,A
FOR,2624,B
FTDM,2802,C
FTDM,2803,C
HLM,2942,C
HTDM,3414,F
HTDM,3415,F
HTOR,2864,F
HTOR,2865,F
HTOR,2866,F
HTOR,2867,A
HTPS,2903,A
IBP,3044,B
IBP,3045,B
IBP,3046,E
IBP,3047,E
IBP,3048,E
LDA,1210,
LDA,1211,
LEP,3092,A
LEP,3093,A
LEP,3094,A
LEP,3095,B
LEP,3096,B
LEP,3097,B
MCS,3552,K
MTDM,3881,H
MTDM,3882,H
PBM,4025,F
PFN,4288,C
PHT,4425,E
PMK,4558,A
PRP,3149,B
PRP,3150,B
PRP,3151,B
PRP,3152,C
PRP,3153,C
PSE,3191,B
RMS,4935,H
SEM,5071,C
SEOR,3306,C
SEOR,3307,C
SEOR,3308,A
SEOR,3309,A
SEOR,3310,A
SEPP,3412,A
SEPP,3413,C
SEPP,3414,C
SEPP,3415,C
STDM,5425,E
STDM,5426,E
BMOR,1226,C
BMOR,1227,C
BSM,1901,D
CMP,1473,A
CMP,1474,A
CMP,1475,A
CMP,1476,B
CMP,1477,B
CMP,1478,B
CSP,1560,C
CSP,1561,B
CSP,1562,B
CSP,1563,B
EIB,1774,E
EIB,1775,F
EIB,1776,F
EIP,1935,I
EIP,1936,I
EIP,1937,I
EIP,1938,G
EIP,1939,G
EIP,1940,G
EPP,2147,B
EPP,2148,B
HTOR,2751,E
HTOR,2752,E
HTOR,2753,E
HTOR,2754,F
HTOR,2755,F
LDA,1668,
LDA,1669,
LDA,1670,
PFL,4064,G
PMK,4467,K
PRP,3112,B
PRP,3113,B
PRP,3114,B
PRP,3115,C
PRP,3116,C
QSRM,4602,A
SEOR,3228,F
SEOR,3229,F
SEOR,3230,E
SEOR,3231,E
ASM,1375,J
BFS,1512,I
BTDM,2310,B
BTDM,2311,B
EIP,2121,A
EIP,2122,A
EIP,2123,B
EIP,2124,B
FMS,2459,D
HLM,2936,G
HTDM,3392,E
HTDM,3393,E
HTDM,3394,F
HTDM,3395,F
MTDM,3865,F
MTDM,3866,F
PBM,4019,C
PFL,4147,C
PFN,4281,F
PHT,4415,F
QSRM,4685,I
RMS,4930,A
SEM,5065,G
STDM,5403,H
STDM,5404,H
TTDM,5763,E
TTDM,5764,E
ADC,1000,C
ADC,1001,C
BLTDM,1521,H
BLTDM,1522,H
CSP,1543,B
CSP,1544,B
EFB,1637,A
EIB,1729,F
EIB,1730,F
EIP,1873,H
EIP,1874,H
FLPP,2317,C
FLPP,2318,C
FTDM,2470,I
FTDM,2471,I
HRM,2947,E
IBP,2904,E
IBP,2905,E
PHT,4292,D
EIP,2092,A
EIP,2093,A
ESB,2254,D
LDA,1173,
LDA,1174,
PMK,4523,B
ACT,1229,D
ADC,1130,F
ADC,1131,F
ADC,1132,F
ADC,1133,C
ADC,1134,C
ADC,1135,C
BMOR,1316,B
BMOR,1317,B
BMOR,1318,B
BTDM,2254,J
BTDM,2255,J
CMP,1515,A
CMP,1516,A
CSP,1601,B
CSP,1602,B
CSP,1603,C
EIP,2079,I
EIP,2080,I
EIP,2081,I
EIP,2082,H
ESB,2251,C
FCE,2302,A
FLPP,2359,C
FLPP,2360,C
FLPP,2361,C
FMP,2504,D
FMP,2505,D
FMP,2506,D
FMP,2507,E
FMP,2508,E
FTDM,2728,B
FTDM,2729,B
GRIT,2690,B
GRIT,2691,B
GRIT,2692,B
GRIT,2693,A
GRIT,2694,A
IBP,3032,A
IBP,3033,A
LDA,1166,
MTDM,3813,B
MTDM,3814,B
PFL,4121,I
PMK,4522,K
PRP,3132,B
PRP,3133,B
PRP,3134,B
PSE,3179,B
RFSM,4796,G
SEOR,3289,E
SEOR,3290,E
SEOR,3291,E
SEPP,3391,D
SEPP,3392,D
STDM,5347,F
STDM,5348,F
ADC,1145,A
ADC,1146,A
ADC,1147,A
BSM,1960,H
EIP,2100,H
EIP,2101,H
EIP,2102,H
FMP,2514,E
FMP,2515,E
FMP,2516,E
MTDM,3817,J
MTDM,3818,J
PFN,4262,I
PSE,3181,B
SEM,5043,G
SEPP,3398,C
ACT,1133,E
ADC,1009,G
ADC,1010,E
ADC,1011,E
ASM,1263,H
BFS,1390,H
FMP,2382,D
FMP,2383,D
FMP,2384,D
HRM,2953,J
LDA,1007,
LDA,1008,
LDA,1009,
PHT,4299,K
QSRM,4567,C
QSRM,4568,B
RFSM,4702,B
SEM,4947,D
SEOR,3199,B
SEOR,3200,B
HLM,2918,K
LDA,1175,
LDA,1176,
MCS,3525,F
PFL,4126,A
QSRM,4666,B
RMS,4912,G
BLTDM,1771,E
BLTDM,1772,E
LDA,1170,
PFL,4123,K
RMS,4909,D
SEM,5039,A
STDM,5349,C
STDM,5350,C
ACT,1202,J
BLTDM,1697,C
BLTDM,1698,C
HTDM,3260,A
HTDM,3261,A
MTDM,3725,F
MTDM,3726,F
PFL,4095,E
QSRM,4633,B
RFSM,4770,A
ACT,1190,I
ASM,1315,F
ASM,1316,E
FTDM,2616,H
FTDM,2617,H
HRM,3017,H
HRM,3018,I
LDA,1095,
LDA,1096,
PBM,3948,H
PHT,4356,C
RFSM,4757,B
RMS,4872,K
FTDM,2738,E
FTDM,2739,E
LDA,1182,
LDA,2259,
MTDM,3825,F
MTDM,3826,F
PBM,4001,F
PHT,4398,K
PRP,3139,B
PRP,3140,B
PRP,3141,B
ASM,1328,G
ASM,1329,H
BFS,1461,C
BFS,1462,A
BLTDM,1709,H
BLTDM,1710,H
BLTDM,1711,I
BLTDM,1712,I
BSM,1929,K
BSM,1930,J
BTDM,2176,G
BTDM,2177,G
BTDM,2178,H
BTDM,2179,H
BTDM,2180,E
BTDM,2181,E
CSP,1580,B
CSP,1581,B
EIB,1823,G
EIB,1824,G
EIP,2028,C
EIP,2029,A
EIP,2030,A
ESB,2238,C
ESB,2239,D
FCE,2294,B
FMP,2484,A
FMP,2485,A
FMS,2411,K
FMS,2412,C
FMS,2413,B
FOR,2585,B
FOR,2586,C
FOR,2587,C
FTDM,2646,A
FTDM,2647,A
FTDM,2648,B
FTDM,2649,B
FTDM,2650,I
FTDM,2651,I
GRIT,2676,B
GRIT,2677,A
HLM,2884,J
HRM,3036,E
HTDM,3272,E
HTDM,3273,E
HTOR,2801,E
LDA,1123,
MCS,3497,K
MTDM,3747,C
MTDM,3748,C
PBM,3967,E
PFL,4097,G
PFN,4229,I
PFN,4230,J
PHT,4372,H
PHT,4373,G
QSRM,4636,E
QSRM,4637,D
QSRM,4638,F
RFSM,4772,F
RFSM,4773,E
RMS,4883,K
SEM,5014,K
SEPP,3372,A
SEPP,3373,A
STDM,5271,D
STDM,5272,D
STDM,5273,A
STDM,5274,A
TTDM,5633,B
TTDM,5634,B
AAM,1064,C
ASM,1321,K
BFS,1451,A
BTDM,2144,C
BTDM,2145,C
EIP,2004,A
HLM,2872,I
HRM,3022,C
HTPS,2885,A
MCS,3488,C
PBM,3954,A
PFL,4086,G
PFN,4219,J
PHT,4361,G
RFSM,4759,A
SEPP,3357,C
SEPP,3358,C
TTDM,5609,D
TTDM,5610,D
AAM,1018,B
ASM,1276,J
BLTDM,1581,D
BLTDM,1582,D
BMOR,1200,C
BMOR,1201,C
BMOR,1202,C
BSM,1880,E
BTDM,2042,F
BTDM,2043,F
FOR,2552,A
FOR,2553,A
FOR,2554,B
FOR,2555,B
FOR,2556,B
HLM,2827,H
HTDM,3126,J
HTDM,3127,J
HTDM,3128,G
HTDM,3129,G
HTOR,2729,F
HTOR,2730,F
HTOR,2731,F
HTOR,2732,E
HTOR,2733,E
LDA,1035,
LDA,1036,
MTDM,3595,I
MTDM,3596,I
PMK,4444,J
RFSM,4712,K
SEM,4962,K
STDM,5127,F
STDM,5128,F
STDM,5129,C
STDM,5130,C
TTDM,5491,A
TTDM,5492,A
AAM,1076,A
ACT,1216,I
ASM,1333,B
BLTDM,1727,G
BLTDM,1728,G
BLTDM,1729,H
BLTDM,1730,H
BSM,1936,F
FMS,2419,H
FTDM,2672,J
FTDM,2673,J
FTDM,2674,G
FTDM,2675,G
HLM,2895,K
HLM,2896,J
HTDM,3298,D
HTDM,3299,D
MCS,3504,G
MTDM,3767,C
MTDM,3768,C
PBM,3977,D
PFL,4104,A
PFN,4238,G
PHT,4380,D
QSRM,4648,E
RMS,4889,F
SEM,5019,E
STDM,5303,H
STDM,5304,H
TTDM,5657,J
TTDM,5658,J
ACT,1185,D
QSRM,4622,B
ACT,1165,F
BFS,1418,A
TTDM,5531,A
TTDM,5532,A
AAM,1051,B
AAM,1052,K
ACT,1179,J
ACT,1180,I
ASM,1309,J
BFS,1432,F
BLTDM,1647,G
BLTDM,1648,G
BTDM,2108,A
BTDM,2109,A
EIB,1789,E
EIB,1790,E
ESB,2221,D
FTDM,2582,C
FTDM,2583,C
HLM,2861,I
HRM,3000,C
HRM,3001,A
HTDM,3198,D
HTDM,3199,D
LDA,1075,
LDA,1076,
MCS,3476,B
MTDM,3665,F
MTDM,3666,F
PBM,3937,H
PFL,4073,F
PFL,4074,E
PFN,4204,F
PHT,4345,C
PMK,4475,H
PMK,4476,I
PSE,3169,B
QSRM,4612,C
RFSM,4744,J
RMS,4859,I
SEOR,3239,C
SEOR,3240,C
STDM,5187,F
STDM,5188,F
AAM,1058,G
ASM,1314,D
BFS,1445,H
BFS,1446,I
BTDM,2130,B
BTDM,2131,B
BTDM,2132,I
BTDM,2133,I
FMS,2393,E
FMS,2394,D
FTDM,2606,A
FTDM,2607,A
FTDM,2608,B
FTDM,2609,B
FTDM,2610,I
FTDM,2611,I
HRM,3015,F
HTDM,3230,H
HTDM,3231,H
IBP,2979,E
IBP,2980,E
LDA,1089,
LDA,1090,
MCS,3483,H
MTDM,3695,I
MTDM,3696,I
MTDM,3697,J
MTDM,3698,J
PHT,4354,K
RFSM,4755,J
SEM,4997,E
STDM,5221,G
STDM,5222,G
STDM,5223,H
STDM,5224,H
TTDM,5591,A
TTDM,5592,A
TTDM,5593,B
TTDM,5594,B
TTDM,5595,I
TTDM,5596,I
AAM,1101,G
AAM,1102,F
BFS,1493,B
BSM,1963,K
BTDM,2268,A
BTDM,2269,A
EIP,2104,E
HLM,2920,C
HTDM,3358,D
HTDM,3359,D
MCS,3529,J
MTDM,3827,C
MTDM,3828,C
PBM,4003,H
PFL,4129,F
PHT,4399,B
QSRM,4670,E
SEM,5047,K
TTDM,5717,J
TTDM,5718,J
BSM,1961,I
PHT,4395,H
SEM,5044,H
BFS,1501,B
BSM,1974,A
BTDM,2292,B
BTDM,2293,B
FTDM,2766,F
FTDM,2767,F
HLM,2927,H
MTDM,3849,B
MTDM,3850,B
RFSM,4805,E
TTDM,5743,J
TTDM,5744,J
AAM,1111,A
BFS,1502,A
BMOR,1327,G
BTDM,2294,A
BTDM,2295,A
EIP,2116,D
EIP,2117,C
ESB,2264,E
FMS,2447,A
FMS,2448,B
FTDM,2768,D
FTDM,2769,D
FTDM,2770,E
FTDM,2771,E
HLM,2928,G
HRM,3069,D
HTDM,3372,A
HTDM,3373,A
HTDM,3374,D
HTDM,3375,D
LDA,1196,
MCS,3536,F
MTDM,3851,A
MTDM,3852,A
PFL,4139,G
PFN,4273,B
PHT,4408,B
PMK,4538,F
PMK,4539,G
RMS,4921,D
RMS,4922,E
SEM,5055,A
STDM,5379,G
STDM,5380,G
STDM,5381,H
STDM,5382,H
TTDM,5745,I
TTDM,5746,I
AAM,1103,J
AAM,1104,I
AAM,1105,H
ACT,1232,G
ACT,1233,I
ACT,1234,H
ADC,1155,D
ASM,1357,A
ASM,1358,D
BFS,1494,A
BFS,1495,D
BFS,1496,C
BLTDM,1785,C
BLTDM,1786,C
BLTDM,1787,D
BLTDM,1788,D
BLTDM,1789,G
BLTDM,1790,G
BLTDM,1791,E
BLTDM,1792,E
BSM,1964,B
BSM,1965,C
BTDM,2270,B
BTDM,2271,B
