FIELD1,FIELD2,FIELD3
PFL,4151,F
PFN,4282,H
PFN,4283,G
PHT,4420,C
PHT,4421,B
PHT,4422,K
PMK,4550,G
PMK,4551,H
PMK,4552,F
PSE,3189,B
RFSM,4816,E
STDM,5413,A
STDM,5414,A
STDM,5415,B
STDM,5416,B
TTDM,5771,A
TTDM,5772,A
ACT,1136,B
ADC,1018,B
BFS,1396,J
BSM,1868,D
BTDM,2014,J
BTDM,2015,J
EIP,1891,A
EIP,1892,A
FCE,2276,A
FMP,2392,A
FMP,2393,A
FMP,2394,A
FTDM,2492,J
FTDM,2493,J
HRM,2960,F
HTOR,2715,A
HTOR,2716,A
IBP,2912,A
IBP,2913,A
MTDM,3571,A
MTDM,3572,A
PBM,3898,C
PSE,3158,A
RMS,4829,B
SEM,4952,B
SEOR,3201,F
SEOR,3202,F
TTDM,5461,H
TTDM,5462,H
AAM,1053,C
ADC,1060,D
ADC,1061,D
BLTDM,1651,I
BLTDM,1652,I
BMOR,1241,G
BMOR,1242,G
EFB,1676,B
EFB,1677,B
EIB,1795,C
EIB,1796,C
EIP,1964,E
EIP,1965,E
ESB,2224,D
FMP,2438,B
FMP,2439,B
HTDM,3204,I
HTDM,3205,I
LDA,1078,
LDA,1079,
MTDM,3671,A
MTDM,3672,A
MTDM,3673,D
MTDM,3674,D
PFL,4076,H
QSRM,4614,D
RFSM,4745,K
RMS,4861,K
SEM,4988,G
SEPP,3349,A
SEPP,3350,A
TTDM,5567,C
TTDM,5568,C
AAM,1124,G
ACT,1251,E
ACT,1252,F
ACT,1253,D
ADC,1184,G
ADC,1185,G
ADC,1186,G
ASM,1381,E
BLTDM,1835,B
BLTDM,1836,B
BLTDM,1837,C
BLTDM,1838,C
BLTDM,1839,A
BLTDM,1840,A
BOR,1432,A
BOR,1433,A
BSM,1985,K
BSM,1986,B
BTDM,2320,E
BTDM,2321,E
EIB,1867,A
EIB,1868,A
EIP,2127,H
EIP,2128,H
FTDM,2796,H
FTDM,2797,H
HLM,2940,K
HRM,3077,C
HTDM,3406,J
HTDM,3407,J
HTDM,3408,G
HTDM,3409,G
HTOR,2861,G
HTOR,2862,G
HTOR,2863,G
MCS,3549,H
MTDM,3875,I
MTDM,3876,I
MTDM,3877,J
MTDM,3878,J
MTDM,3879,G
MTDM,3880,G
PBM,4023,D
PFL,4152,H
PFL,4153,G
PFN,4284,I
PHT,4423,A
PMK,4553,I
PMK,4554,J
PSE,3190,A
QSRM,4688,C
QSRM,4689,B
RFSM,4817,F
RMS,4932,E
RMS,4933,G
RMS,4934,F
STDM,5417,I
STDM,5418,I
STDM,5419,J
STDM,5420,J
STDM,5421,G
STDM,5422,G
TTDM,5773,B
TTDM,5774,B
TTDM,5775,I
TTDM,5776,I
BLTDM,1841,D
BLTDM,1842,D
BTDM,2322,F
BTDM,2323,F
LDA,1209,
SEM,5068,J
ACT,1245,I
ADC,1167,D
ADC,1168,D
EIP,2118,H
EIP,2119,H
PHT,4409,K
ACT,1135,C
ASM,1268,C
BLTDM,1549,H
BLTDM,1550,H
BSM,1866,C
FMP,2390,C
HLM,2817,C
LDA,1012,
LDA,1013,
PFL,4039,D
QSRM,4574,H
RFSM,4706,E
SEM,4950,C
AAM,1095,K
BSM,1957,E
PBM,3996,B
PFN,4258,E
FTDM,2628,B
FTDM,2629,B
STDM,5243,H
STDM,5244,H
TTDM,5615,I
TTDM,5616,I
BFS,1395,C
BLTDM,1551,I
BLTDM,1552,I
BSM,1867,K
FMP,2391,E
FTDM,2490,I
FTDM,2491,I
HTDM,3104,I
HTDM,3105,I
HTPS,2871,B
LDA,1014,
LDA,1015,
LDA,1016,
PFN,4166,J
QSRM,4575,I
RFSM,4707,F
RMS,4828,K
SEM,4951,A
STDM,5101,G
STDM,5102,G
AAM,1023,H
BFS,1404,K
BLTDM,1585,F
BLTDM,1586,F
BSM,1883,H
FTDM,2526,A
FTDM,2527,A
HRM,2975,J
LDA,1045,
LDA,1046,
MTDM,3605,F
MTDM,3606,F
PSE,3162,A
RFSM,4716,D
STDM,5131,D
STDM,5132,D
TTDM,5497,J
TTDM,5498,J
ACT,1214,A
ADC,1108,A
ADC,1109,A
ADC,1110,A
BSM,1934,D
HLM,2893,H
IBP,3004,B
IBP,3005,B
IBP,3006,B
FMS,2429,G
FTDM,2712,J
FTDM,2713,J
HLM,2906,J
HTDM,3326,J
HTDM,3327,J
RMS,4900,F
AAM,1040,K
BFS,1419,D
BLTDM,1619,A
BLTDM,1620,A
BLTDM,1621,D
BLTDM,1622,D
BOR,1368,A
BOR,1369,A
BOR,1370,A
BSM,1897,K
CMP,1469,D
CMP,1470,D
ESB,2216,B
FCE,2284,B
FMP,2426,B
FMP,2427,B
FTDM,2558,E
FTDM,2559,E
HTDM,3174,F
HTDM,3175,F
HTPS,2879,A
HTPS,2880,B
IBP,2955,D
IBP,2956,D
LDA,1060,
LEP,3055,B
LEP,3056,B
LEP,3057,B
LEP,3058,A
LEP,3059,A
LEP,3060,A
MCS,3460,G
MTDM,3643,E
MTDM,3644,E
PBM,3924,G
PBM,3925,F
PHT,4328,G
PMK,4463,G
QSRM,4597,I
RFSM,4730,G
RFSM,4731,H
SEOR,3226,B
SEOR,3227,B
SEPP,3339,C
SEPP,3340,C
TTDM,5533,B
TTDM,5534,B
TTDM,5535,I
TTDM,5536,I
AAM,1068,F
ASM,1326,E
BLTDM,1693,J
BLTDM,1694,J
FMS,2405,E
HLM,2876,C
LDA,1105,
LDA,1106,
RFSM,4765,I
PBM,3985,B
EIB,1840,F
EIB,1841,F
EIP,2060,C
EIP,2061,C
EIP,2062,C
TTDM,5677,J
TTDM,5678,J
BSM,1877,C
BTDM,2040,E
BTDM,2041,E
MTDM,3593,B
MTDM,3594,B
PFN,4174,C
STDM,5125,E
STDM,5126,E
TTDM,5487,C
TTDM,5488,C
BSM,1920,B
FMS,2401,B
LDA,1101,
PFL,4088,I
RMS,4877,E
STDM,5241,G
STDM,5242,G
ASM,1269,A
BFS,1397,D
BLTDM,1553,J
BLTDM,1554,J
BSM,1869,E
BTDM,2016,G
BTDM,2017,G
EIP,1893,I
EIP,1894,I
EIP,1895,I
FTDM,2494,G
FTDM,2495,G
HRM,2961,G
HTDM,3106,J
HTDM,3107,J
HTOR,2717,G
HTOR,2718,G
HTOR,2719,E
HTOR,2720,E
LDA,1017,
LDA,1018,
MCS,3434,D
MCS,3435,A
MTDM,3573,B
MTDM,3574,B
PBM,3899,A
PHT,4303,D
PMK,4437,A
QSRM,4576,J
SEOR,3203,E
SEOR,3204,E
STDM,5103,H
STDM,5104,H
STDM,5105,E
STDM,5106,E
TTDM,5463,E
TTDM,5464,E
ACT,1212,C
BSM,1933,A
BTDM,2204,C
BTDM,2205,C
EIP,2042,I
FLPP,2346,C
FMP,2486,D
FTDM,2666,A
FTDM,2667,A
HTDM,3296,C
HTDM,3297,C
HTPS,2886,B
IBP,3003,A
LDA,1133,
LDA,1134,
PBM,3975,C
PHT,4379,A
SEM,5018,D
STDM,5297,I
STDM,5298,I
STDM,5299,J
STDM,5300,J
TTDM,5651,A
TTDM,5652,A
ACT,1201,I
BLTDM,1695,B
BLTDM,1696,B
HTDM,3258,D
HTDM,3259,D
MCS,3493,G
PBM,3962,K
PFL,4093,A
STDM,5255,B
STDM,5256,B
TTDM,5623,E
TTDM,5624,E
AAM,1081,I
AAM,1082,K
AAM,1083,J
AAM,1084,H
ACT,1221,G
ACT,1222,H
ASM,1339,H
ASM,1340,I
ASM,1341,G
ASM,1342,K
ASM,1343,J
ASM,1344,B
BFS,1473,E
BFS,1474,D
BFS,1475,A
BLTDM,1737,C
BLTDM,1738,C
BLTDM,1739,A
BLTDM,1740,A
BLTDM,1741,D
BLTDM,1742,D
BLTDM,1743,E
BLTDM,1744,E
BLTDM,1745,F
BLTDM,1746,F
BLTDM,1747,G
BLTDM,1748,G
BMOR,1296,E
BMOR,1297,E
BMOR,1298,E
BSM,1943,D
BSM,1944,A
BSM,1945,C
BTDM,2218,H
BTDM,2219,H
BTDM,2220,E
BTDM,2221,E
BTDM,2222,F
BTDM,2223,F
BTDM,2224,C
BTDM,2225,C
BTDM,2226,D
BTDM,2227,D
BTDM,2228,A
BTDM,2229,A
EFB,1705,D
EFB,1706,D
EFB,1707,D
EIB,1836,C
EIB,1837,C
EIB,1838,G
EIB,1839,G
EIP,2054,D
EIP,2055,D
EIP,2056,D
EPP,2172,B
EPP,2173,B
EPP,2174,B
ESB,2244,B
FCE,2298,B
FCE,2299,A
FMP,2492,E
FMS,2424,C
FMS,2425,A
FMS,2426,E
FMS,2427,D
FOR,2595,D
FOR,2596,D
FOR,2597,D
FTDM,2690,I
FTDM,2691,I
FTDM,2692,J
FTDM,2693,J
FTDM,2694,G
FTDM,2695,G
FTDM,2696,H
FTDM,2697,H
FTDM,2698,E
FTDM,2699,E
HLM,2901,F
HLM,2902,G
HLM,2903,E
HLM,2904,H
HRM,3046,E
HRM,3047,D
HTDM,3308,G
HTDM,3309,G
HTDM,3310,H
HTDM,3311,H
HTDM,3312,E
HTDM,3313,E
HTDM,3314,F
HTDM,3315,F
HTDM,3316,C
HTDM,3317,C
HTDM,3318,D
HTDM,3319,D
HTOR,2815,G
HTOR,2816,G
HTOR,2817,G
HTPS,2888,B
HTPS,2889,A
LDA,1143,
LDA,1144,
MCS,3508,B
MCS,3509,A
MCS,3510,K
MCS,3511,C
MTDM,3781,H
MTDM,3782,H
MTDM,3783,E
MTDM,3784,E
MTDM,3785,F
MTDM,3786,F
MTDM,3787,C
MTDM,3788,C
MTDM,3789,D
MTDM,3790,D
PBM,3982,J
PBM,3983,I
PFL,4109,H
PFL,4110,J
PFL,4111,K
PFL,4112,C
PFL,4113,A
PFL,4114,B
PFL,4115,I
PFN,4241,K
PFN,4242,J
PFN,4243,C
PFN,4244,B
PHT,4384,H
PHT,4385,J
PHT,4386,I
PMK,4509,I
PMK,4510,K
PMK,4511,C
PMK,4512,J
PMK,4513,B
PSE,3176,A
QSRM,4650,I
QSRM,4651,K
QSRM,4652,H
QSRM,4653,G
QSRM,4654,J
RFSM,4783,E
RFSM,4784,F
RFSM,4785,G
RMS,4891,H
RMS,4892,B
RMS,4893,C
RMS,4894,K
RMS,4895,I
RMS,4896,J
SEM,5024,K
SEM,5025,A
SEM,5026,J
SEM,5027,C
SEM,5028,B
SEPP,3378,C
SEPP,3379,C
STDM,5309,C
STDM,5310,C
STDM,5311,D
STDM,5312,D
STDM,5313,A
STDM,5314,A
STDM,5315,B
STDM,5316,B
STDM,5317,I
STDM,5318,I
STDM,5319,J
STDM,5320,J
TTDM,5667,C
TTDM,5668,C
TTDM,5669,D
TTDM,5670,D
TTDM,5671,A
TTDM,5672,A
TTDM,5673,B
TTDM,5674,B
TTDM,5675,I
TTDM,5676,I
AAM,1011,I
ACT,1137,A
ADC,1019,G
ADC,1020,G
ADC,1021,F
BFS,1398,E
EFB,1645,A
EIB,1735,E
EIB,1736,E
EIP,1897,A
EIP,1898,G
ESB,2201,E
FLPP,2321,B
FLPP,2322,B
FLPP,2323,B
FMP,2395,D
FMP,2396,E
FMP,2397,E
FTDM,2496,H
FTDM,2497,H
GRIT,2633,A
GRIT,2634,A
GRIT,2635,A
HLM,2818,B
HRM,2962,H
IBP,2914,B
IBP,2915,B
MTDM,3575,I
MTDM,3576,I
PHT,4304,E
SEM,4953,A
SEPP,3316,A
TTDM,5465,F
TTDM,5466,F
AAM,1087,A
BFS,1477,G
BLTDM,1755,J
BLTDM,1756,J
BMOR,1304,D
BMOR,1305,D
BOR,1414,C
BOR,1415,C
BSM,1948,G
BTDM,2230,B
BTDM,2231,B
CMP,1507,D
CMP,1508,D
CMP,1509,D
CSP,1589,B
CSP,1590,B
CSP,1591,C
CSP,1592,C
CSP,1593,C
EFB,1708,C
EFB,1709,C
EFB,1710,A
EFB,1711,A
EFB,1712,A
EIB,1843,B
EIB,1844,B
EIP,2063,A
EIP,2064,A
EIP,2065,E
EIP,2066,E
EPP,2175,B
EPP,2176,B
EPP,2177,B
EPP,2178,A
EPP,2179,A
EPP,2180,A
ESB,2246,C
FLPP,2354,A
FLPP,2355,A
FLPP,2356,B
FLPP,2357,B
FLPP,2358,B
FMP,2493,G
FMP,2494,G
FMP,2495,F
FMS,2428,F
FOR,2601,B
FOR,2602,B
FOR,2603,C
FOR,2604,C
FTDM,2704,D
FTDM,2705,D
FTDM,2706,A
FTDM,2707,A
GRIT,2685,A
GRIT,2686,A
GRIT,2687,B
HRM,3049,G
HTDM,3324,I
HTDM,3325,I
HTOR,2824,E
HTOR,2825,E
HTOR,2826,E
IBP,3020,B
IBP,3021,B
IBP,3022,B
IBP,3023,E
LDA,2247,
LEP,3086,A
LEP,3087,A
LEP,3088,A
LEP,3089,B
LEP,3090,B
LEP,3091,B
MCS,3513,E
MTDM,3791,A
MTDM,3792,A
PHT,4387,K
PMK,4516,E
PRP,3127,C
PRP,3128,C
PRP,3129,A
PRP,3130,A
PRP,3131,A
RFSM,4787,I
SEM,5030,E
SEOR,3281,C
SEOR,3282,C
SEOR,3283,C
SEPP,3382,A
SEPP,3383,A
SEPP,3384,A
SEPP,3385,B
SEPP,3386,B
STDM,5323,H
STDM,5324,H
STDM,5325,E
STDM,5326,E
TTDM,5681,H
TTDM,5682,H
AAM,1012,H
ASM,1270,D
BLTDM,1555,B
BLTDM,1556,B
BTDM,2018,H
BTDM,2019,H
FMS,2347,C
FTDM,2498,A
FTDM,2499,A
PBM,3900,D
PHT,4305,F
STDM,5107,F
STDM,5108,F
TTDM,5467,C
TTDM,5468,C
BFS,1438,B
BTDM,2116,G
BTDM,2117,G
BTDM,2118,H
BTDM,2119,H
HLM,2866,A
MTDM,3685,F
MTDM,3686,F
QSRM,4620,J
STDM,5203,H
STDM,5204,H
CMP,1505,C
CMP,1506,C
EIP,2057,E
EIP,2058,E
ESB,2245,F
GRIT,2682,B
GRIT,2683,B
GRIT,2684,B
AAM,1063,B
ADC,1082,D
ADC,1083,D
ASM,1320,J
CSP,1568,C
CSP,1569,C
CSP,1570,C
EFB,1686,B
EFB,1687,B
EFB,1688,D
EFB,1689,D
EIB,1802,B
EIB,1803,B
EIB,1804,B
EIB,1805,A
EIB,1806,A
EIP,2001,C
EIP,2002,C
EIP,2003,D
HLM,2871,H
HTDM,3244,I
HTDM,3245,I
LDA,1099,
LDA,1100,
PBM,3953,C
PFN,4218,I
PHT,4360,F
PRP,3121,C
PRP,3122,C
PSE,3171,B
PSE,3172,A
RMS,4875,A
SEOR,3248,B
SEOR,3249,B
STDM,5235,B
STDM,5236,B
TTDM,5607,C
TTDM,5608,C
FCE,2286,B
RFSM,4735,B
AAM,1088,D
AAM,1089,E
ACT,1226,B
ADC,1120,D
ADC,1121,D
ASM,1347,F
ASM,1348,D
ASM,1349,E
BFS,1479,I
BLTDM,1757,A
BLTDM,1758,A
BLTDM,1759,I
BLTDM,1760,I
BMOR,1307,A
BMOR,1308,A
BMOR,1309,A
BMOR,1310,F
BMOR,1311,F
BMOR,1312,F
BSM,1950,I
BTDM,2234,J
BTDM,2235,J
BTDM,2236,G
BTDM,2237,G
CMP,1510,A
CMP,1511,A
CMP,1512,A
EIP,2069,C
EIP,2070,C
FMP,2498,B
FMP,2499,B
FMP,2500,A
FMS,2430,H
FOR,2606,A
FOR,2607,A
HLM,2907,K
HLM,2908,B
HRM,3050,I
HRM,3051,H
HTDM,3330,H
HTDM,3331,H
HTDM,3332,E
HTDM,3333,E
HTOR,2827,D
HTOR,2828,A
HTOR,2829,A
IBP,3024,F
IBP,3025,F
MTDM,3797,J
MTDM,3798,J
MTDM,3799,G
MTDM,3800,G
PBM,3987,D
PBM,3988,A
PFN,4249,G
PFN,4250,I
PFN,4251,H
PHT,4388,B
PMK,4517,F
QSRM,4656,C
RFSM,4790,B
RMS,4901,H
RMS,4902,G
SEM,5032,G
SEOR,3284,A
SEOR,3285,F
STDM,5333,A
STDM,5334,A
STDM,5335,B
STDM,5336,B
STDM,5337,I
STDM,5338,I
TTDM,5689,D
TTDM,5690,D
TTDM,5691,A
TTDM,5692,A
ACT,1242,F
BLTDM,1807,J
BLTDM,1808,J
BSM,1973,J
CSP,1607,B
CSP,1608,B
FMP,2528,G
FMP,2529,G
FOR,2614,D
FOR,2615,D
FTDM,2764,D
FTDM,2765,D
HTPS,2897,A
MTDM,3847,C
MTDM,3848,C
PBM,4012,G
PBM,4013,F
PFL,4138,D
PFN,4272,H
PHT,4406,H
PHT,4407,I
PMK,4537,D
QSRM,4676,K
RFSM,4803,A
RMS,4920,D
STDM,5377,I
STDM,5378,I
TTDM,5741,H
TTDM,5742,H
BSM,1942,B
BTDM,2216,G
BTDM,2217,G
ESB,2243,E
FMS,2423,B
FTDM,2688,B
FTDM,2689,B
HTDM,3306,J
HTDM,3307,J
LDA,1142,
MTDM,3779,G
MTDM,3780,G
SEM,5023,I
TTDM,5665,F
TTDM,5666,F
AAM,1071,I
BMOR,1278,E
BMOR,1279,E
BMOR,1280,E
BTDM,2174,J
BTDM,2175,J
EIP,2021,H
EIP,2022,H
EIP,2023,H
EIP,2024,E
EIP,2025,E
FMS,2409,I
FTDM,2642,C
FTDM,2643,C
HLM,2883,I
HRM,3035,D
LDA,1120,
LDA,1121,
MTDM,3745,F
MTDM,3746,F
PBM,3966,D
PFN,4228,H
PHT,4370,E
SEM,5013,J
STDM,5267,F
STDM,5268,F
STDM,5269,C
STDM,5270,C
AAM,1096,B
BLTDM,1767,A
BLTDM,1768,A
BMOR,1313,C
BMOR,1314,C
BMOR,1315,C
FTDM,2726,A
FTDM,2727,A
HTDM,3346,J
HTDM,3347,J
LDA,1164,
LDA,1165,
LDA,2077,
LDA,2078,
LDA,2503,
MCS,3521,C
MTDM,3811,A
MTDM,3812,A
PFN,4259,F
PHT,4393,F
QSRM,4663,I
BTDM,2182,F
BTDM,2183,F
MTDM,3751,A
MTDM,3752,A
AAM,1097,C
BSM,1958,F
BTDM,2256,G
BTDM,2257,G
CSP,1604,D
EIP,2086,A
EIP,2087,A
EIP,2088,A
EIP,2089,D
ESB,2252,A
FMS,2436,A
HLM,2916,I
HRM,3056,A
HTDM,3348,G
HTDM,3349,G
LDA,1169,
MCS,3522,A
PBM,3997,C
PFL,4122,J
PFN,4260,G
PHT,4394,G
PRP,3135,C
QSRM,4664,J
RFSM,4797,H
SEM,5038,C
TTDM,5703,E
TTDM,5704,E
IBP,2968,C
IBP,2969,C
IBP,2970,C
SEPP,3345,B
SEPP,3346,B
AAM,1086,C
ACT,1223,I
BSM,1946,E
EIP,2059,B
FTDM,2700,F
FTDM,2701,F
HLM,2905,I
HRM,3048,F
HTDM,3322,B
HTDM,3323,B
LDA,1147,
LDA,1148,
PFL,4116,D
PFN,4245,A
PMK,4515,D
SEM,5029,D
BFS,1488,G
EIB,1847,E
EIB,5783,E
FCE,2303,B
FMS,2437,D
HLM,2917,J
MTDM,3815,I
MTDM,3816,I
RMS,4910,E
ACT,1138,J
ASM,1271,E
BSM,1870,F
HRM,2963,I
HTDM,3108,G
HTDM,3109,G
LDA,1019,
PBM,3901,E
PFN,4167,I
PMK,4438,D
QSRM,4577,K
RMS,4830,C
SEM,4954,D
STDM,5109,C
STDM,5110,C
TTDM,5469,D
TTDM,5470,D
TTDM,5471,A
TTDM,5472,A
AAM,1117,K
AAM,1118,B
ADC,1169,B
ADC,1170,C
BFS,1508,E
BSM,1979,E
CMP,1522,A
CMP,1523,A
EFB,1716,B
EIB,1856,F
EIB,1857,E
EPP,2188,B
EPP,2189,B
EPP,2190,A
EPP,2191,A
EPP,2192,A
FCE,2314,A
FLPP,2364,B
FLPP,2365,B
FLPP,2366,B
FMP,2533,A
HLM,2932,A
HTOR,2844,D
HTPS,2900,B
LDA,1717,
LDA,5784,
LDA,5785,
MCS,3539,I
MTDM,3853,B
MTDM,3854,B
PBM,4016,J
PMK,4543,J
PRP,3144,C
PRP,3145,C
PRP,3146,C
PSE,3188,A
QSRM,4681,E
SEM,5062,D
SEOR,3296,A
SEOR,3297,A
ACT,1181,B
ACT,1182,K
BFS,1436,K
BFS,1437,J
BLTDM,1655,B
BLTDM,1656,B
BLTDM,1657,C
BLTDM,1658,C
BLTDM,1659,A
BLTDM,1660,A
BLTDM,1661,D
BLTDM,1662,D
BSM,1912,D
BTDM,2114,J
BTDM,2115,J
EFB,1678,C
EFB,1679,C
EIP,1966,H
EIP,1967,F
EIP,1968,F
FMP,2440,C
FMS,2387,J
FMS,2388,K
FMS,2389,I
FTDM,2590,I
FTDM,2591,I
FTDM,2592,J
FTDM,2593,J
FTDM,2594,G
FTDM,2595,G
FTDM,2596,H
FTDM,2597,H
HLM,2864,B
HLM,2865,C
HRM,3004,H
HRM,3005,G
HRM,3006,J
HRM,3007,I
HRM,3008,F
HTDM,3208,G
HTDM,3209,G
HTDM,3210,H
HTDM,3211,H
HTDM,3212,E
HTDM,3213,E
HTDM,3214,F
HTDM,3215,F
HTDM,3216,C
HTDM,3217,C
LDA,1081,
LDA,1082,
MCS,3477,C
MCS,3478,A
MTDM,3675,I
MTDM,3676,I
MTDM,3677,J
MTDM,3678,J
MTDM,3679,G
MTDM,3680,G
MTDM,3681,H
MTDM,3682,H
MTDM,3683,E
MTDM,3684,E
PBM,3939,J
PFL,4077,I
PFL,4078,J
PFL,4079,C
PFL,4080,B
PFL,4081,K
PFL,4082,A
PFN,4206,J
PFN,4207,H
PFN,4208,I
PHT,4346,A
PHT,4347,D
PHT,4348,E
PMK,4478,B
PMK,4479,K
QSRM,4615,H
QSRM,4616,I
QSRM,4617,E
QSRM,4618,F
QSRM,4619,G
RFSM,4747,D
RFSM,4748,C
RFSM,4749,E
RFSM,4750,A
RMS,4862,B
RMS,4863,C
RMS,4864,E
RMS,4865,D
RMS,4866,A
SEM,4989,J
SEM,4990,I
SEM,4991,H
STDM,5195,B
STDM,5196,B
STDM,5197,I
STDM,5198,I
STDM,5199,J
STDM,5200,J
STDM,5201,G
STDM,5202,G
TTDM,5569,D
TTDM,5570,D
TTDM,5571,A
TTDM,5572,A
MTDM,3759,G
MTDM,3760,G
PFN,4232,B
RMS,4886,A
STDM,5283,H
STDM,5284,H
ASM,1331,J
BLTDM,1725,F
BLTDM,1726,F
BTDM,2202,F
BTDM,2203,F
HLM,2892,G
HRM,3040,I
HTDM,3292,E
HTDM,3293,E
HTDM,3294,F
HTDM,3295,F
LDA,1131,
LDA,1132,
MCS,3501,D
MTDM,3761,H
MTDM,3762,H
MTDM,3763,E
MTDM,3764,E
PFL,4102,B
PFN,4235,D
PHT,4377,B
PHT,4378,C
PMK,4502,C
RMS,4887,D
STDM,5293,A
STDM,5294,A
STDM,5295,B
STDM,5296,B
AAM,1044,D
AAM,1045,E
ACT,1172,C
ACT,1173,A
ASM,1302,A
ASM,1303,D
BLTDM,1641,D
BLTDM,1642,D
FMS,2378,K
FTDM,2574,G
FTDM,2575,G
HLM,2853,C
HLM,2854,B
HRM,2993,G
HRM,2994,F
HTDM,3186,J
HTDM,3187,J
HTDM,3188,G
HTDM,3189,G
LDA,1072,
LDA,1073,
MTDM,3657,J
MTDM,3658,J
PBM,3932,A
PBM,3933,D
PFL,4068,B
PFL,4069,K
PFN,4198,K
PHT,4338,F
QSRM,4606,G
RFSM,4737,D
RFSM,4738,A
TTDM,5551,A
TTDM,5552,A
ASM,1272,F
BFS,1399,F
ESB,2202,C
FMP,2398,B
FMP,2399,B
FMS,2348,A
HLM,2819,A
HRM,2964,J
LDA,1020,
LDA,1021,
PFL,4040,E
PFN,4168,K
RMS,4831,A
SEM,4955,C
SEPP,3317,D
SEPP,3318,D
STDM,5111,D
STDM,5112,D
ADC,1118,D
ADC,1119,D
ASM,1345,C
BLTDM,1753,C
BLTDM,1754,C
BSM,1947,F
FCE,2300,B
HTPS,2890,B
PFN,4247,E
RMS,4898,D
SEPP,3380,B
SEPP,3381,B
TTDM,5679,G
TTDM,5680,G
ACT,1240,D
ADC,1156,E
ADC,1157,E
ADC,1158,E
BLTDM,1801,G
BLTDM,1802,G
BSM,1970,G
EFB,1713,D
EFB,1714,D
EFB,1715,D
EIP,2113,D
FMP,2525,E
FMP,2526,E
FMP,2527,E
GRIT,2699,A
GRIT,2700,A
GRIT,2701,A
GRIT,2702,B
GRIT,2703,B
GRIT,2704,B
IBP,3038,F
IBP,3039,F
LDA,1194,
LDA,1195,
STDM,5369,C
STDM,5370,C
BFS,1457,I
BTDM,2170,B
BTDM,2171,B
FTDM,2636,H
FTDM,2637,H
HLM,2880,F
MTDM,3731,A
MTDM,3732,A
PBM,3964,C
PHT,4368,A
SEM,5010,G
STDM,5259,J
STDM,5260,J
AAM,1092,I
AAM,1093,J
AAM,1094,H
ACT,1227,A
ACT,1228,C
ASM,1350,G
BFS,1484,F
BFS,1485,D
BFS,1486,E
BFS,1487,A
BLTDM,1765,G
BLTDM,1766,G
BSM,1952,C
BSM,1953,B
BSM,1954,A
BSM,1955,K
BTDM,2244,C
BTDM,2245,C
BTDM,2246,D
BTDM,2247,D
BTDM,2248,A
BTDM,2249,A
FMS,2433,C
FMS,2434,B
FMS,2435,K
FTDM,2720,F
FTDM,2721,F
FTDM,2722,C
FTDM,2723,C
HLM,2913,F
HLM,2914,H
HLM,2915,G
HRM,3053,C
HRM,3054,B
HRM,3055,K
HTDM,3338,D
HTDM,3339,D
HTDM,3340,A
HTDM,3341,A
HTDM,3342,B
HTDM,3343,B
LDA,1160,
LDA,1161,
MCS,3519,B
MCS,3520,K
MTDM,3805,F
MTDM,3806,F
MTDM,3807,C
MTDM,3808,C
PBM,3992,H
PBM,3993,J
PBM,3994,K
PBM,3995,I
PFL,4120,H
PFN,4254,B
PFN,4255,A
PFN,4256,D
PFN,4257,C
PHT,4389,C
PHT,4390,D
PHT,4391,A
PHT,4392,E
PMK,4520,I
PMK,4521,J
QSRM,4659,G
QSRM,4660,F
QSRM,4661,E
QSRM,4662,H
RFSM,4793,D
RFSM,4794,E
RMS,4905,K
RMS,4906,A
RMS,4907,C
RMS,4908,B
SEM,5036,B
SEM,5037,K
SEPP,3390,A
STDM,5343,H
STDM,5344,H
STDM,5345,E
STDM,5346,E
TTDM,5697,J
TTDM,5698,J
TTDM,5699,G
TTDM,5700,G
TTDM,5701,H
TTDM,5702,H
AAM,1099,D
ASM,1353,J
FTDM,2734,G
FTDM,2735,G
HLM,2919,B
HRM,3058,E
MCS,3526,G
PFL,4127,D
PMK,4525,A
ACT,1196,D
ADC,1092,D
ADC,1093,D
ADC,1094,D
ADC,1095,B
ADC,1096,B
ASM,1325,D
BLTDM,1691,I
BLTDM,1692,I
BMOR,1269,F
BMOR,1270,F
BMOR,1271,F
BMOR,1272,E
BMOR,1273,E
BOR,1387,D
BOR,1388,D
BOR,1389,D
BOR,1390,A
BOR,1391,A
BTDM,2154,J
BTDM,2155,J
CSP,1575,D
CSP,1576,D
EFB,1690,C
EFB,1691,C
EFB,1692,C
FLPP,2341,A
FLPP,2342,A
FLPP,2343,A
FLPP,2344,B
FLPP,2345,B
FMP,2468,A
FMP,2469,A
FMP,2470,E
FMP,2471,E
FMS,2404,D
FOR,2579,C
FOR,2580,C
FOR,2581,C
FOR,2582,D
FOR,2583,D
HLM,2875,B
HTDM,3254,F
HTDM,3255,F
HTOR,2787,C
HTOR,2788,C
HTOR,2789,B
HTOR,2790,B
HTOR,2791,B
LDA,1104,
MCS,3491,E
PBM,3960,I
PFL,4090,B
PFL,4091,K
PFN,4223,A
PFN,4224,D
PHT,4365,K
PMK,4490,C
PMK,4491,B
QSRM,4632,K
RFSM,4764,H
SEOR,3256,E
SEOR,3257,E
SEOR,3258,F
SEOR,3259,F
SEPP,3361,B
SEPP,3362,B
SEPP,3363,A
SEPP,3364,A
STDM,5249,C
STDM,5250,C
TTDM,5617,J
